14.7501, 31.9919, 16.945, -0.254357, 0.376488, 0.890819, 0.333158, 0.926537, 
14.7501, 32.6512, 17.4286, -0.500877, 0.617559, 0.606418, 0.333039, 0.92913, 
15.45, 31.7195, 17.5861, -0.384135, 0.359411, 0.850449, 0.329861, 0.926187, 
13.9455, 33.1227, 18.0966, 0, 0.888961, 0.457983, 0.335784, 0.932216, 
13.9455, 33.227, 18.3944, -0, 0.968694, 0.248259, 0.335787, 0.933338, 
14.7501, 33.1227, 18.0966, -0.219949, 0.923427, 0.31449, 0.33287, 0.931756, 
13.9455, 33.108, 19.8545, -1e-006, 0.905958, -0.423368, 0.358982, 0.932792, 
13.9455, 33.2173, 19.4126, -0, 0.978554, -0.205989, 0.358808, 0.934418, 
13.1408, 33.108, 19.7104, 0.219228, 0.922784, -0.316874, 0.356051, 0.932566, 
13.9455, 33.227, 18.3944, 0, 0, 1, 0.364416, 0.935617, 
13.9455, 34.4141, 18.3944, 0, 0, 1, 0.363606, 0.939689, 
14.306, 33.227, 18.542, -0.707805, 0, 0.706408, 0.362631, 0.935942, 
13.9455, 33.2173, 19.4126, 0, 0, -1, 0.358808, 0.934418, 
13.9455, 34.3985, 19.4126, 0, 0, -1, 0.358369, 0.93848, 
13.585, 33.2173, 19.265, 0.707783, 0, -0.706429, 0.357131, 0.934487, 
14.7501, 31.9565, 20.8411, -0.361025, 0.350945, -0.864001, 0.362136, 0.927785, 
14.7501, 31.1673, 20.9654, -0.54799, 0, -0.836485, 0.362339, 0.925237, 
15.45, 31.6958, 20.1952, -0.384056, 0.347119, -0.855575, 0.365446, 0.927769, 
14.7501, 33.108, 19.7104, -0.251676, 0.915779, -0.313062, 0.361891, 0.933056, 
14.7501, 32.6244, 20.3696, -0.534737, 0.592159, -0.60283, 0.362, 0.930408, 
15.45, 32.4669, 19.438, -0.378748, 0.848458, -0.369687, 0.365416, 0.932279, 
14.7501, 33.1227, 18.0966, -0.219949, 0.923427, 0.31449, 0.33287, 0.931756, 
14.7501, 33.2221, 18.9035, -0.48849, 0.872535, -0.007755, 0.331863, 0.934285, 
15.45, 32.4768, 18.3572, -0.378722, 0.854951, 0.354442, 0.329442, 0.930642, 
15.2704, 31.1673, 18.8857, -1, 0, -0, 0.409952, 0.86405, 
15.2704, 32.1612, 19.3081, -1, 0, -0, 0.413189, 0.86599, 
15.2704, 31.5715, 19.8872, -1, 0, -0, 0.410851, 0.867716, 
18.7389, 31.5715, 19.8872, -1, 0, -0, 0.378034, 0.927844, 
18.7389, 31.9136, 19.6457, -1, 0, -0, 0.378019, 0.929569, 
18.7389, 31.6958, 20.1952, -1, 0, -0, 0.37691, 0.92781, 
18.7389, 31.6958, 20.1952, 0, 0.375933, -0.926647, 0.37691, 0.92781, 
18.7389, 32.1431, 19.8795, 0, 0.700648, -0.713508, 0.376884, 0.929596, 
15.45, 31.6958, 20.1952, -0.384056, 0.347119, -0.855575, 0.365446, 0.927769, 
13.9455, 31.9565, 20.9853, -2e-006, 0.376454, -0.926435, 0.35952, 0.927509, 
13.9455, 32.6244, 20.5138, -2e-006, 0.700934, -0.713226, 0.359272, 0.930068, 
13.1408, 31.9565, 20.8411, 0.317471, 0.356844, -0.878564, 0.356903, 0.927435, 
13.1408, 31.9565, 20.8411, 0.317471, 0.356844, -0.878564, 0.356903, 0.927435, 
13.1408, 32.6244, 20.3696, 0.450959, 0.625456, -0.636743, 0.356526, 0.929989, 
11.7294, 31.5619, 19.8634, 0.895914, 0.167014, -0.411635, 0.350987, 0.926213, 
11.7294, 31.1673, 18.8857, 1, 0, -0, 0.347725, 0.92445, 
11.7294, 31.5619, 19.8634, 0.895914, 0.167014, -0.411635, 0.350987, 0.926213, 
11.7294, 32.1376, 19.2981, 0.893039, 0.411364, -0.182374, 0.34895, 0.927973, 
15.2704, 31.1673, 18.8857, -1, 0, -0, 0.409952, 0.86405, 
15.2704, 31.5715, 19.8872, -1, 0, -0, 0.410851, 0.867716, 
15.2704, 31.1673, 19.8797, -1, 0, -0, 0.409447, 0.867489, 
13.9455, 34.4141, 18.3944, 0, 0.999884, -0.01526, 0.358023, 0.941884, 
13.9455, 34.4063, 18.9035, 0.000894, 0.999839, -0.017939, 0.358199, 0.940132, 
14.306, 34.4141, 18.542, 0.003124, 0.999826, -0.018374, 0.359343, 0.941486, 
11.7294, 31.8959, 19.6277, 0.806297, 0.414439, -0.422049, 0.350712, 0.92818, 
13.1408, 32.6244, 20.3696, 0.450959, 0.625456, -0.636743, 0.356526, 0.929989, 
11.7294, 32.1376, 19.2981, 0.893039, 0.411364, -0.182374, 0.35041, 0.929906, 
13.1408, 32.6244, 20.3696, 0.450959, 0.625456, -0.636743, 0.356526, 0.929989, 
13.9455, 32.6244, 20.5138, -2e-006, 0.700934, -0.713226, 0.359272, 0.930068, 
13.1408, 33.108, 19.7104, 0.219228, 0.922784, -0.316874, 0.356051, 0.932566, 
15.45, 32.1431, 19.8795, -0.379593, 0.648207, -0.660104, 0.365385, 0.930095, 
